id|cim|reszletes_cim|teljes_ar|reszletes_ar|terulet|nm_ar|szobak|epitesi_ev|szint|ingatlan_allapota|futes|erkely|parkolas|hirdeto_tipus|kepek_szama|leiras|link|telekterulet|energetikai|ingatlanos|telefon|allapot|epulet_szintjei|kilatas|parkolohely_ara|komfort|legkondicionalas|akadalymentesites|furdo_wc|tetoter|pince|parkolo|tajolas|kert|napelem|szigeteles|rezsikoltség|luxus_minoseg_pont|kert_kulso_pont|parkolas_garage_pont|terulet_meret_pont|komfort_extra_pont|allapot_felujitas_pont|lokacio_kornyezet_pont|futes_energia_pont|negativ_tenyezok_pont|van_luxus_kifejezés|van_kert_terulet|van_garage_parkolas|van_komfort_extra|van_negativ_elem|ossz_pozitiv_pont|ossz_negativ_pont|netto_szoveg_pont
147|Budaörs, Pest megye||385,50 M Ft||300 m2|1 285 000 Ft / m2||2001 és 2010 között||jó állapotú|gázkazán||önálló garázs - benne van az árban|ingatlaniroda|21|"Eladó Budaörs csendes, biztonságos lakóövezetében egy DNY-i fekvésű modern családi ház, a CSALÁDI INGATLAN kínálatából

Az ház 2002-ben épült, nettó 300 m2 alapterületű, és egy 531 m2-es telken fekszik. Három szinten 5 hálószoba, 1 nappali és több funkcionális helyiség biztosítja a családi kényelmet.
A ház belső tere modern dizájnnal rendelkezik. A konyha teljesen felszerelt az étkezővel egybenyíló és innen lehet kiülni a 20 nm erkélyre, ahonnan élvezhetjük a kert szépségét, Budaörs nyugodt légkörét.
A nappali tágas (33 nm) és világos. Az öt szoba különböző méretű (13 nm, 17 nm,17 nm, 25 nm, 10 nm). A szinteken 2 fürdőszoba és a 3 WC található.

Ezen felül: konditerem, szauna, medence, légkondicionáló, központi porszívó, öntözőrendszer, 3 állásos garázs fűtött garázslehajtóval.

További in..."|https://ingatlan.com/34707329|300 m2||||||||||||||||||||3.0|7.5|6.0|22.0|10.0|0.0|9.0|0.0|0.0|1|1|1|1|0|57.5|0.0|57.5
148|Budaörs, Budaörsi Kamaraerdő||285 M Ft||285 m2|1 000 000 Ft / m2|6 + 2 fél|2001 és 2010 között||jó állapotú||||ingatlaniroda|19|"Toszkán életérzés Budaörs szívében – egy valódi otthon, ami rabul ejt
Képzeljen el egy házat, ahol minden reggel madárcsicsergésre ébred, a napfény pedig melegen simogatja az arcát, miközben egy csésze kávét kortyolgat a tágas, 40 m²-es teraszon.
Egy házat, ami nem csak épület – hanem életérzés.
Ez a budaörsi villa pontosan ilyen.

Miért fogja azonnal otthonának érezni?

-Mert toszkán hangulata minden részletében harmóniát és természetközelséget sugall – akár egy olasz vidéki álom, Budaörs közepén.

-Mert 285 nm-en, 8 szobával és 3 fürdőszobával bőséges teret ad a családi együttléteknek, a nyugodt visszavonulásnak és az otthoni munkának is.

-Mert a 906 nm-es intim telek a maga zöldjével, nyugalmával és rendezettségével valódi oázist teremt – itt tényleg el lehet bújni a világ elől.

-Mert..."|https://ingatlan.com/34852869|285 m2||||||||||||||||||||0.0|10.0|0.0|8.0|0.0|4.0|4.5|0.0|0.0|0|1|0|0|0|26.5|0.0|26.5
149|Budaörs, Tüske utca 6.||385 M Ft||299 m2|1 287 625 Ft / m2||2001 és 2010 között||felújított|hőszivattyú, padlófűtés, kandalló||önálló garázs - benne van az árban|ingatlaniroda|24|"☀️ Mediterrán stílusú, hangulatos, prémium színvonalú exkluzív családi ház eladó a budaörsi Naphegyen. Itt minden nap Toszkánában érezheti magát!
A ház azonnal költözhető!

Ház alapterülete: 371 m²
Telek mérete: 1000 m²

A ház 3 szintes. Nappali + 5 háló- és 2 fürdőszoba van a lakószinten, plusz egy további szoba fürdővel a szuterénben. Különlegesség az óriási, 6 autó számára is használható garázs, valamint a kemencével felszerelt nyári konyha a kertben.

FÖLDSZINT
- Napfényes nappali kandallóval.
- Magasan gépesített konyha-étkező. Innen jutunk ki a teraszra és a kertbe.
- Szülői lakrész en suite fürdőszobával, masszázszuhannyal és gardróbbal.

EMELET
- 4 hálószoba terasszal.
- Fürdőszoba.
- Gardrób.

PINCESZINT
- Mélygarázs akár 6 autó számára.
- Szoba + fürdő: irodának vagy szolgálati l..."|https://ingatlan.com/34009323|299 m2||||||||||||||||||||9.0|10.0|8.0|22.0|0.0|2.0|1.5|1.2|0.0|1|1|1|0|0|53.7|0.0|53.7
150|Budaörs, Kőhegy||160 M Ft||190 m2|842 105 Ft / m2|||||||önálló garázs|ingatlaniroda|13|"2 SZEPARÁLT LAKÁS, SAJÁT UTCAI BEJÁRATTAL.
SZUPER PANORÁMÁS HÁZ A KŐHEGYI KÁPOLNA ÉS KERESZT ALATT.
75%-os készültségi szinten lévő, 2 lakásos, szeparált saját kerti bejárattal rendelkező ingatlan, amely önálló családi ház is lehet.
A vételár az ingatlan jelenlegi állapotában értendő.
Jelenlegi készültségi szint:
tető fent van, szigetelés, külső színezés készen van, belső gépi vakolás aljzatbeton készen van, nyílászárók bent vannak, elektromos kábelek, fűtés és viz hálózat beépítésre kerültek.

KÖRNYEZETBE ILLESZKEDŐEN TERVEZVE, AUTENTIKUS ÉS MODERN EGYSZERRE.
A HÁZ BUDAÖRS LEGNEVEZETESEBB PONTJÁN, KŐHEGYEN A KŐKERESZT ÉS MÁRIA-KÁPOLNA ALATT, VARÁZSLATOS ATMOSZFÉRÁJÚ VÉDETT ÖVEZETBEN HELYEZKEDIK EL.
BUDAÖRS KÖZPONTJÁBAN, KŐHEGY TETEJÉN, VÁROSKÖZPONTRA ÉS TÁVOLI TÁJAKRA ELVEHETETLEN, SZUPER..."|https://ingatlan.com/34090024|330 m2||||||||||||||||||||0.0|5.0|0.0|0.0|0.0|0.0|1.5|0.0|0.0|0|1|0|0|0|6.5|0.0|6.5
151|Budaörs, Törökugrató||470 M Ft||380 m2|1 236 842 Ft / m2|6 + 2 fél|2019||újszerű|hőszivattyú, mennyezeti hűtés-fűtés||önálló garázs - benne van az árban|ingatlaniroda|30|"Budaörsön a természetvédelmi terület szomszédságában, 2 utcával határos, gyönyörű panorámás területén, egy csendes zsákutca végén,1208 nm-es telken , 380 nm-es luxus kivitelű ,okos otthon eladó. Alsó szinten 3 állásos garázs, 2 motornak való garázs, mosókonyha , gardróbok, kertkapcsolatos wellness rész nyitott terasz és kertkapcsolattal
A földszinten: amerikai-konyhás nappali , étkező, hálószoba, fürdőszoba, gardrób, télikert, nyitott terasz kertkapcsolattal, WC, kamra.Az emeleten 3 hálószoba, fürdőszoba, gardrób.
Gyönyörű, igényes kivitel és sok extrával ellátott okos otthon.
Parkosított kert ,öntözőrendszer, riasztó,- kamera rendszer belső monitorral, adatrögzítővel, szünetmentes tápellátás akkumulátorokkal,4 db napkollektor, 2x11 KW levegőszivattyú, hűtő-fűtő, padló és mennyezet, levegő..."|https://ingatlan.com/34710147|380 m2||||||||||||||||||||6.0|27.5|6.0|16.0|10.0|0.0|1.5|0.0|0.0|1|1|1|1|0|67.0|0.0|67.0
152|Budaörs, Kertváros||199,90 M Ft||125 m2|1 599 200 Ft / m2||2023|||hőszivattyú, padlófűtés, hűtő-fűtő klíma||udvari beálló - benne van az árban|ingatlaniroda|26|"Budaörs felső kervárosi részén, CSENDES, hangulatos utcában 5 szobás, ÚJÉPÍTÉSŰ CSALÁDI HÁZ eladó.
A magas minőségben épült, jó beosztású, nappali + 4 hálószobás, közvetlen terasz- és kertkapcsolatos, teljesen szeparált, saját kerttel rendelkező újépítésű családi házhoz zárt helyen gépkocsi beállási lehetőség is adott.
A Budaörsön évtizedek óta építő, számos referenciával bíró beruházó legújabb fejlesztése ez a prémiumkategóriás ingatlan:
A földszinten tágas amerikai-konyhás nappali, hálószoba, fürdőszoba és tároló helyiség található, a nappali 15 nm-es teraszhoz, valamint a 300 nm-es kerthez kapcsolódik, a kert locsolórendszerrel, füvesítve, parkosítva, örökzöldekkel beültetve kerül átadásra.
Az emeleten 3 külön nyíló hálószoba helyezkedik el teraszkapcsolattal, 2 fürdőszobával, gardrob h..."|https://ingatlan.com/33809166|300 m2||||||||||||||||||||3.0|22.5|4.0|24.0|0.0|10.0|4.5|0.0|0.0|1|1|1|0|0|68.0|0.0|68.0
153|Budaörs, Kertváros - Ganztelep||224,80 M Ft||188 m2|1 195 744 Ft / m2|4 + 1 fél|1981 és 2000 között||újszerű|gázkazán||önálló garázs - benne van az árban|ingatlaniroda|15|"Tavaszi akció!! Budaörs egyik legszebb családiházas környezetében, igényes házak és lakók között található ez a szinte minden igényt kielégítő dupla komfortos családi ház. A szobák önállóan megközelíthetők és minden szobának önálló fürdőszobája van. Az emeletre akár egy önálló lépcsőn keresztül is eljuthatunk, így akár két generációssá is átalakítható. A földszinten található az amerikai konyhás nappali, ahonnan egy tágas terasz ajtón keresztül juthatunk a kertbe és a ""D"" fekvésű teraszra. A kert gondozott, intim. Az aknás garázsban két autó kényelmesen elfér. A közlekedés és infrastruktúra kiváló. Busz, bevásárlási lehetőség pár percre. Ha valóban csendes zöld övezetre vágyik Budaörs kedvelt lakóövezetében, ne habozzon nézze meg! Jelenleg ez az egyik legjobb ár-érték arányú ingatlan a kör..."|https://ingatlan.com/34134959|650 m2|B|||||||||||||||||||3.0|12.5|6.0|4.0|0.0|0.0|9.0|0.0|0.0|1|1|1|0|0|34.5|0.0|34.5
154|Budaörs, Kertváros - Ganztelep||199,90 M Ft||150 m2|1 332 666 Ft / m2||2024|||hőszivattyú, hűtő-fűtő klíma, padlófűtés||udvari beálló - benne van az árban|ingatlaniroda|18|BUDAÖRS LEGFREKVENTÁLTABB helyén, a Ganz részen került felépítésre ez az új építésű házakkal körülvett önálló, teljesen elszeparált -élhető méretekkel megálmodott- családi ház. A településen kiváló hírnévnek örvendő beruházó ingatlanjai az igényes anyaghasználat -és kivitelezés miatt szinte már tervrajzról elkelnek.Ennek a prémiumkategóriás projektnek a műszaki tartalma is mindenben megfelel a mai kor követelményeinek. Hőszivattyús fűtési rendszer padlófűtéssel, (gáz nincs is bekötve), hűtő-fűtő klímákkal felszerelve, mindez 10 cm-es grafitos hőszigeteléssel megépítve biztosítja az ingatlan tulajdonosának mindenkori alacsony rezsijét. A nagy méretű, 3 rétegű hőszigetelt nyílászárók rengeteg fényt engednek be, ugyanakkor a hőszigetelésről is gondoskodnak. Az ár sok extrát is tartalmaz, ezek...|https://ingatlan.com/34704235|300 m2||||||||||||||||||||6.0|7.5|0.0|4.0|5.0|2.0|1.5|6.0|0.0|1|1|0|1|0|32.0|0.0|32.0
155|Budaörs, Nyár utca||190 M Ft||132 m2|1 439 393 Ft / m2||2026|||hőszivattyú, padlófűtés, mennyezeti hűtés-fűtés||udvari beálló - benne van az árban|ingatlaniroda|10|"KÖZVETLENÜL A KIVITELEZŐTŐL MEGVÁSÁROLHATÓ

Készültségi szint: 35%

Teljeskörű 100%os kivitelezés

Nyár utca 20/1-es lakás (utcafronti):
nettó 129 nm + 4,81nm erkély + 15nm terasz
2 db gépkocsi parkolóval
Bruttó 190.000.000.-Ft


Nyár utca 20/2-es lakás (utcafronttól 2.)
nettó 129,43 nm + 2,65nm erkély + 24,37 nm terasz
2 db gépkocsi parkolóval
Bruttó 210.000.000.-Ft


2db gépkocsinak parkoló az árban.
Nappali + 4 szoba
Kizárólagos területetek


Céges kivitelezés.
610m2-es telken Ikerház kerül megépítésre.
A hirdetés az utcafronti 1es lakásra vonatkozik


Átadás: 2026 II. negyedéve

Főbb műszaki jellemzők:
- A teherhordó főfalak 30-cm (Porotherm X-therm dryfix) okostégla
- Monolit vasbeton födémrendszerek, áthidalok, pillérek.
- Rehau antracit/fehér nyílászárók
- 15cm-es Grafitos dryvit re..."|https://ingatlan.com/34620717|610 m2|A+|||||||||||||||||||0.0|17.5|12.0|6.0|0.0|0.0|0.0|0.0|0.0|0|1|1|0|0|35.5|0.0|35.5
156|Budaörs, Nyár utca 18b||210 M Ft||134 m2|1 567 164 Ft / m2||2026|||hőszivattyú, padlófűtés, mennyezeti hűtés-fűtés||udvari beálló - benne van az árban|ingatlaniroda|13|"KÖZVETLENÜL A KIVITELEZŐTŐL MEGVÁSÁROLHATÓ

Készültségi szint: 15%

Teljeskörű 100%os kivitelezés

Nyár utca 18b/1-es lakás (utcafronttól 3.):
nettó 134,48 nm + 6,38 nm erkély + 19,37 nm terasz
2 db gépkocsi parkolóval
Bruttó 210.000.000.-Ft


Nyár utca 18b/2-es lakás (utcafronttól 4, utolsó.):
nettó 134,48 nm + 6,38 nm erkély + 19,37 nm terasz
2 db gépkocsi parkolóval
Bruttó 220.000.000.-Ft


2db gépkocsinak parkoló az árban.
Nappali + 4 szoba
Kizárólagos területetek


Céges kivitelezés.
1000m2-es telken Ikerház kerül megépítésre.

Átadás: 2026 II. negyedéve

Főbb műszaki jellemzők:
- A teherhordó főfalak 30-cm (Porotherm X-therm dryfix) okostégla
- Monolit vasbeton födémrendszerek, áthidalok, pillérek.
- Rehau antracit/fehér nyílászárók
- 15cm-es Grafitos dryvit rendszer és 30-cm vastag ..."|https://ingatlan.com/34714544|1000 m2|A+|||||||||||||||||||0.0|17.5|12.0|6.0|0.0|0.0|0.0|0.0|0.0|0|1|1|0|0|35.5|0.0|35.5
157|Budaörs, Úthegy||196,90 M Ft||130 m2|1 514 615 Ft / m2||2020||újszerű|hőszivattyú, padlófűtés, mennyezeti hűtés-fűtés||udvari beálló - benne van az árban|ingatlaniroda|30|"MODERN PANORÁMÁS IKERHÁZ BUDAÖRSÖN KIVÁLÓ LOKÁCIÓVAL
FELSZÍNI BEÁLLÓKKAL ÉS SAJÁT KERTTEL

Budaörs szép panorámát nyújtó kertvárosi részén, összesen nettó 115 nm, bruttó 130 nm alapterületen nappali + 3 szobás, kiváló tájolású igényes ikerház 196,9 M Ft irányáron eladó.
A Szabadság útról saját térkövezett úton megközelíthető, belsőépítész – lakberendező által megálmodott otthonhoz közel 320 nm kert és telekterület tartozik. Az ingatlan bejáratánál saját udvaron 2 autó részére felszíni beállóhely biztosított.

Az épület térszervezése, elosztása előnyös, berendezése fiatalos, vagány, napfényes és világos terekkel. A ház bejárati ajtaján belépve a világos előszobába érkezünk. Logikusan rögtön a bejárattal szemben helyezkedik el a vendég WC.
A lakás központi részén a déli tájolásnak és a hatal..."|https://ingatlan.com/34798792|320 m2|A+|||||||||||||||||||3.0|12.5|4.0|8.0|0.0|2.0|4.5|0.0|0.0|1|1|1|0|0|34.0|0.0|34.0
158|Budaörs, Csikidűlő||255,90 M Ft||420 m2|609 285 Ft / m2||1981 és 2000 között||újszerű|gázkazán||önálló garázs - benne van az árban|ingatlaniroda|30|"Eladó Budaörsön, Törökugratóra néző, D-i fekvésű, igényes CSALÁDI HÁZ!

Az ingatlan csendes, aszfaltos, átmenő forgalomtól mentes utcában, egyedi igények alapján épült a '90-es évek második felében.

Az épület statikailag kiemelkedően precízen tervezett és kivitelezett:
- úsztatott beton síkalappal készült, tégla ráépítéssel (Poroton) + vakolat szigetelés
- födémek, lépcsők monolit vasbeton szerkezetűek
- tető cserép fedéses
- minőségi, hőszigetelt fa nyílászárók kerültek beépítésre ( + tükörfólia)

Egyéb műszaki paraméterek:
- a ház fűtését Vailant gáz kazán látja el; mely gondoskodik a meleg vízről, de a medence fűtését is rá lehet kötni
- beépítésre került egy BWT házi vízlágyító rendszer is
- villanyáram: 2,5-es réz kábeleken, gondosan szétosztva, összesen 3 x 32A
- riasztó rendszer ki..."|https://ingatlan.com/33719928|420 m2||||||||||||||||||||9.0|5.0|0.0|0.0|5.0|0.0|3.0|2.4|0.0|1|1|0|1|0|24.4|0.0|24.4
159|Budaörs, Kökörcsin utca||499 M Ft||440 m2|1 134 090 Ft / m2|5 + 1 fél|2001 és 2010 között||jó állapotú|gázkazán||önálló garázs|ingatlaniroda|13|"Panorámás családi ház eladó Budaörsön

Budaörsön, Törökugratón a Kökörcsin utcában kínálunk megvételre egy háromszintes, jó elosztású, 440 nm-es családi házat, gyönyörű panorámával.
A ház világos, othonos, családias hangulatú a nagy kert pedig ideális lehet családi pihenéshez, gyerekeknek, szabadtéri programokhoz. A praktikus kialakítás mellett többféle kikapcsolódási lehetőséget is kínál az ingatlan.

Főbb adatok:
•Telek: 1495 nm
•Lakótér: 440 nm, 3 szinten
•Szobák száma: 5,5
•Teraszok: 23 nm a földszinten, 60 nm az emeleten
•Garázs: 2 autó részére

Földszint:
•Nappali, étkezős konyha
•Vendégszoba saját fürdőszobával
•Dolgozószoba, kamra, WC
•Terasz (23 nm)

Emelet:
•Két hálószoba, fürdőszoba
•Szülői háló külön gardróbbal és saját fürdőszobával
•40 nm-es, panorámás terasz

Pinceszint:
•Be..."|https://ingatlan.com/34798579|440 m2||||||||||||||||||||0.0|12.5|6.0|22.0|0.0|0.0|6.0|0.0|0.0|0|1|1|0|0|46.5|0.0|46.5
160|Budaörs, Naphegy||385,50 M Ft||300 m2|1 285 000 Ft / m2||2001 és 2010 között||újszerű|gázkazán||önálló garázs - benne van az árban|ingatlaniroda|8|"BUDAÖRS legkedveltebb, felső kertvárosi részén, XI.kerülethez közel, NAPHEGYEN, FARKASRÉTI út egyik legjobb, legcsendesebb, zöld, jó lakóközösségű mellékutcájában, 2002-ben épült, kitűnően megépített és karbantartott, MINŐSÉGI KIVITELEZÉSŰ, tehermentes, ÖNÁLLÓ CSALÁDI HÁZ eladó!
A rendkívüli TÁGAS terekkel bíró, saját célra épített, körbejárható ingatlan gyönyörű növényekkel, örökzöldekkel beültetett, gyepesített, ~530 nm-es telekre épült.
A nappali + öt hálószobás, több teraszos, napsütötte, világos ingatlan K-D-DNY-i fekvésű, rendkívül jó beosztású, közvetlen TERASZ- és KERTKAPCSOLATOS. Az átgondolt tervezésű és kialakítású, luxus felszereltségű ingatlan igazi kényelmes, jó hangulatú, barátságos, meghitt családi otthon.
A kiváló beosztású házra jellemzőek a nagy méretű, jól bútorozható s..."|https://ingatlan.com/34184099|300 m2||||||||||||||||||||6.0|20.0|0.0|6.0|0.0|0.0|6.0|0.0|0.0|1|1|0|0|0|38.0|0.0|38.0
161|Budaörs, Ág utca||499 M Ft||500 m2|998 000 Ft / m2|4 + 2 fél|1981 és 2000 között||újszerű|gázkazán||teremgarázs hely - benne van az árban|ingatlaniroda|8|"Álom Otthon Budaörs központi részén

Budaörs központi részén, kitűnő fekvéssel, mindenhez közel, mégis intim környezetben a hegyoldalon, eladó egy exkluzív nagy alapterületű villa, rendezett, növényekkel teli kerttel, úszómedencével és számos kényelmi szolgáltatással.

Élmények a Mindennapokra:

Wellness Szauna - Elektromos fűtésű finn szauna. Egyszerre akár 3 fő is kényelmesen elfér benne. Úszómedence - Kültéri fűtött medence, sóbontó tisztítási technológiával az egészség érdekében. Jakuzzi - Fűthető beltéri jakuzzi csodás kilátással. Egy zuhanyzóval közvetlenül mögötte.

Pub Biliárd - Profi asztal, kellő szabad térrel az élvezetes játékhoz. Bárpult - Igazi pub hangulat az autentikusan kialakított bútorzat és a sejtelmes félhomály jegyében. Darts - A társasági események egyik központja le..."|https://ingatlan.com/34771031|500 m2||||||||||||||||||||3.0|15.0|0.0|10.0|17.5|0.0|4.5|0.0|0.0|1|1|0|1|0|50.0|0.0|50.0
162|Budaörs, Városközpont||159,90 M Ft||150 m2|1 066 000 Ft / m2|4 + 2 fél|2013||újszerű|gázkazán, hűtő-fűtő klíma|||ingatlaniroda|30|"KÉTGENERÁCIÓS ÖNÁLLÓ CSALÁDI HÁZ, BUDAÖRS KÖZPONTJÁBAN, KIS KERTTEL, TÁGAS TERASSZAL!

Kedves Ingatlankereső!

Budaörsön, presztízsértékű, kiemelten frekventált részén, a Szakály Mátyás utcában, kínálom megvételre ezt a panorámás 150 nm-es 6 szobás családi házat!

AZONNAL BEKÖLTÖZHETŐ!!

A INGATLAN BÚTOROZOTTAN, AHOGY A KÉPEKEN IS LÁTHATÓ, 166M FORINT!

Az ingatlan két bejárattal rendelkezik, 4 szoba, hall, 2 db.fürdőszoba, 2 db.külön wc, előszoba, 2db. tároló, 2 db.konyha, 2db.étkező 2db. nappali beosztású.

Nyílászárói műanyag, redőnnyel, szúnyoghálóval felszereltek.

Fűtése gázcirkóval,radiátoros hőleadókkal.

A 100 nm-es kertben helyet kapott egy kerti tároló kb.6 nm-es.

A környék infrastruktúrája kiváló, továbbá szintén a közvetlen közelben megtalálható minden, ami a napi életvitelhe..."|https://ingatlan.com/33507883|120 m2||||||||||||||||||||0.0|10.0|0.0|14.0|0.0|4.0|4.5|1.2|0.0|0|1|0|0|0|33.7|0.0|33.7
