id|cim|reszletes_cim|teljes_ar|reszletes_ar|terulet|nm_ar|szobak|epitesi_ev|szint|ingatlan_allapota|futes|erkely|parkolas|hirdeto_tipus|kepek_szama|leiras|link|telekterulet|energetikai|ingatlanos|telefon|allapot|epulet_szintjei|kilatas|parkolohely_ara|komfort|legkondicionalas|akadalymentesites|furdo_wc|tetoter|pince|parkolo|tajolas|kert|napelem|szigeteles|rezsikoltség|zold_energia_premium_pont|wellness_luxury_pont|smart_technology_pont|premium_design_pont|premium_parking_pont|premium_location_pont|build_quality_pont|negativ_tenyezok_pont|van_zold_energia|van_wellness_luxury|van_smart_tech|van_premium_design|van_premium_parking|van_premium_location|van_build_quality|van_negativ_elem|ossz_pozitiv_pont|ossz_negativ_pont|netto_szoveg_pont|varosresz_kategoria|varosresz_premium_szorzo|enhanced_keruleti_resz|lokacio_konfidencia|lokacio_elemzesi_modszer|lokacio_forras|lokacio_elemzesek_szama|geo_latitude|geo_longitude|geo_address_from_api
132|Budapest XII. kerület, Karthauzi utca||599 M Ft||295 m2|2 030 508 Ft / m2||1981 és 2000 között||közepes állapotú|gázkazán|||ingatlaniroda|23|Széchényi hegy csendes utcájában, órási ősfás, parkosíott kertben található villa épületet kínálok eladásra.Sok lehetőséget rejt magában a két szintes ház, két generáció otthonának is tökéletes.Az ingatlanhoz tartozik még egy épület, ami irodának vagy rendelőnek is tökéletes. 115 négyzetméteres az alapterülete, közvetlenül az utcáról lehet megközelíteni.A kert ápolt, két kis tó is díszíti. Az stég hangulatú napozó és fűszernövény kert, gyerekeknek fa házikó is található benne.4 állásos garázs része az árnak.A felújítások () során a villany vezetékek ki lettek cserélve, padlófűtés van, a külső lépcső is fűtött. Az alagsorban szauna teszi teljessé a kényelmet.|https://ingatlan.com/34565474|295 m2||||||||||||||||||||0.0|4.0|0.0|0.0|0.0|0.0|0.0|0.0|0|1|0|0|0|0|0|0|4.0|0.0|4.0|XII. ker. Budai hegyek - Villa negyed|1.4|Ismeretlen|0.0|fallback|none|0|||
133|Budapest XII. kerület, Moha utca||800 M Ft||677 m2|1 181 683 Ft / m2||2001 és 2010 között||jó állapotú|fan-coil||önálló garázs - benne van az árban|ingatlaniroda|25|"Csillebércen eladó ez a 4 szintet magába foglaló kifinomult eleganciával rendelkező ingatlan


A 2007-ben épült, nettó 677 m2-es épület 2601 m2-es telken helyezkedik el.

Elosztása 2 nappali és összesen 4 háló - minden szobához gardrób és fürdő fürdő tartozik) lehetővé teszi akár két generáció kényelmes együttélését is.

Az épület helységei a telek domborzati adottságainak és a jó tájolásnak köszönhetően a csendes, panorámás, lépcsőzetesen parkos kertre néznek.

Egyedi tervezésének, exkluzív bútorzatának, gránitlapos burkolatainak, valamint az alsó szinten kialakított wellness-fitness résznek köszönhetően, minőségi életteret és kikapcsolódást nyújt az itt élők számára.

A kertben kialakított gumitéglás kosárlabda pálya, a kerti tó és a szőlőlugas, maga a béke szigete.

Gépjárművek tárolásá..."|https://ingatlan.com/34590988|677 m2||||||||||||||||||||0.0|0.0|0.0|11.399999999999999|0.0|3.2|0.0|0.0|0|0|0|1|0|1|0|0|14.6|0.0|14.6|XII. ker. Budai hegyek - Villa negyed|1.4|Ismeretlen|0.0|fallback|none|0|||
134|Budapest XII. kerület, Perem ösvény 7.||50 M Ft||40 m2|1 250 000 Ft / m2||||felújítandó||||ingatlaniroda|17|"Panorámás ház sík telekkel, terasszal Csillebérc déli oldalán.

Valaha nyaralónak használták ezt a házat is, mint a környékbeli hasonlóikat.
Ez az állapot is visszaállítható pár millió ráköltéssel.
A jelenlegi tulajdonos azonban nagyobbat álmodott és így egy család számára alkalmas bővítésben és átépítésben gondolkodott.
Ebből a házból 100 m2-es nem lesz, de egy rendkívül bájos, élhető otthon mindenképp.

Terveket, anyagokat tudok küldeni. Kérdések esetén levelezés helyett a telefont javaslom.
Én, mint hirdető is itt élek 200 méterre."|https://ingatlan.com/34889503|315 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|3.2|0.0|0.0|0|0|0|0|0|1|0|0|3.2|0.0|3.2|XII. ker. Általános|1.0|Orbánhegy|0.64|enhanced_4step|aggregated_from_1_sources|1|||
135|Budapest XII. kerület, Zugliget||799 M Ft||530 m2|1 507 547 Ft / m2||1981 és 2000 között||jó állapotú|gázkazán|||ingatlaniroda|30|"A XII. kerület egyik legelőkelőbb utcájában található ez az egyedi stílusú, nagy telekkel rendelkező, erdővel határolt villaépület.

9 szoba, 5 hálószoba és 5,5 fürdőszoba 400 nm-es lakóterülettel, plusz 259 nm-es alagsor, ahol a dupla garázs, az nagy méretű belső medence, a fitneszterem, a finn szauna, az infraszauna és a merülődézsa található.

A ház 1998-as építése során a legjobb minőségű anyagok kerültek felhasználásra.

A 2158 m2-es nagy telek igény esetén további beépítésre is van lehetőség. A telek szintkülönbsége miatt a telken teraszos elrendezése került kialakításra, ahol a nagyméretű borospince kiváló helyszíne lehet baráti összejöveteleknek.

A telket egyik oldalról erdős természetvédelmi terület határolja, ebből adódóan az az ingatlan ideális lehet a természetközeli, de a vár..."|https://ingatlan.com/33925829|530 m2||||||||||||||||||||0.0|16.0|0.0|0.0|2.8|0.0|0.0|0.0|0|1|0|0|1|0|0|0|18.8|0.0|18.8|XII. ker. Budai hegyek - Villa negyed|1.4|Orbánhegy|0.76|enhanced_4step|aggregated_from_2_sources|2|||
136|Budapest XII. kerület, Istenhegy||2,27 Mrd Ft||1100 m2|2 066 353 Ft / m2||1950 előtt||felújítandó|gázkazán|||ingatlaniroda|1|"A XII.kerület legelegánsabb részén a Svábhegyen, klasszicista századfordulos reprezentatív villa eladó közel 5000m2-es telekkel!

további információkért kressen minket!"|https://ingatlan.com/31707715|1100 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|XII. ker. Budai hegyek - Villa negyed|1.4|Svábhegy|0.64|enhanced_4step|aggregated_from_1_sources|1|||
137|Budapest XII. kerület, Kútvölgyi út||829 M Ft||600 m2|1 381 666 Ft / m2||2023||újszerű|gázkazán||udvari beálló - benne van az árban|ingatlaniroda|23|"Eladó családi ház Budapest XII.ker. Kútvölgyi út

Eladó egy egyedi, 4 szintes családi ház Budapest XII. kerületének legkeresettebb részén, örökpanorámával. A házban több, különálló lakás található, lifttel megközelíthetőek. A tágas kert és a különálló kis ház még több lehetőséget kínál

Miért különleges ez az ingatlan?
Tökéletes több generációnak: Különálló lakások, lift, tágas kert.
Befektetőknek: Hosszú távú befektetés, több lakás bérbeadási lehetősége.
Nyugalomra vágyók: Csendes környezet, örökpanoráma, zöldövezet

A négy szint bruttó területe a külön álló épülettel együtt kb 730 m2 ebben a lépcsőház és a lift is benne van.
A szintek hasznos területe:
-szuterén : kb 97 m2, itt előszoba, konyha-nappalival két hálószoba,közlekedő,fürdő került kialakításra ez összesen 73 m2 fontos informác..."|https://ingatlan.com/34479953|600 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|3.2|0.0|0.0|0|0|0|0|0|1|0|0|3.2|0.0|3.2|XII. ker. Budai hegyek - Villa negyed|1.4|Ismeretlen|0.0|fallback|none|0|||
138|Budapest XII. kerület, Csillebérc||800 M Ft||667 m2|1 199 400 Ft / m2||2001 és 2010 között|||gázkazán||önálló garázs|ingatlaniroda|30|"Panoráma a Villából a 12. kerületben

A 2007-ben épült, 550 m2-es ingatlan 2006 m2-es telken helyezkedik el.
A 2 nappali, 6 szoba - minden szobához gardrób tartozik - 4 fürdőszoba és 2 konyha-étkező lehetővé teszi akár két generáció kényelmes együttélését is.

Az épület helységei a telek domborzati adottságainak és a jó tájolásnak köszönhetően a csendes, panorámás, lépcsőzetesen parkos kertre néznek.

Egyedi tervezésének, exkluzív bútorzatának, gránitlapos burkolatainak, valamint az alsó szinten kialakított wellness-fitness résznek köszönhetően, minőségi életet és kikapcsolódást nyújt az itt élők számára.

A kertben kialakított gumitéglás kosárlabda pálya, a kerti tó és a nyáron zöldellő szőlőlugas, maga a béke szigete.

Az földszinten található 2 állásos garázs illetve az udvaron további ..."|https://ingatlan.com/32809410|667 m2||||||||||||||||||||0.0|0.0|0.0|11.399999999999999|0.0|3.2|0.0|0.0|0|0|0|1|0|1|0|0|14.6|0.0|14.6|XII. ker. Budai hegyek - Villa negyed|1.4|Ismeretlen|0.0|fallback|none|0|||
139|Budapest XII. kerület, Németvölgyi út 93.||690 M Ft||360 m2|1 916 666 Ft / m2||1950 előtt||közepes állapotú|gázkazán||önálló garázs - benne van az árban|ingatlaniroda|30|"Budán, a Németvölgyben, négy szintes, felújítandó villa eladó.

Az épület alagsor, földszint, emelet és tetőtér beosztású, utcára nyíló dupla garázzsal.

Elhelyezkedése, adottságai alapján a felújítás után lehet családi ház, akár iroda, cégközpont, magánklinika vagy többlakásos társasház is.

Kiváló lokáció, a Mom park, az autópálya, a tömegközlekedés könnyen elérhető, ugyanakkor budai zöldövezet, Budapest XII.kerületében.

Kérem, tekintse meg a villáról készült bemutató videót, kérdésével, megtekintési szándékával hívja bizalommal a Hegyvidék ingatlanosát!"|https://ingatlan.com/33786115|360 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|3.2|0.0|-2.0|0|0|0|0|0|1|0|1|3.2|2.0|1.2|XII. ker. Hegyvidék prémium|1.35|Virányos|0.72|enhanced_4step|aggregated_from_1_sources|1|||
140|Budapest XII. kerület, Tóth Lőrinc utca||1,20 Mrd Ft||550 m2|2 181 636 Ft / m2||1950 előtt||felújított|gázkazán||teremgarázs hely - benne van az árban|ingatlaniroda|30|"KÖZVETLENÜL A TULAJDONOSTÓL MEGVÁSÁROLHATÓA
Eladó egy 1912-ben épült, 4 szintes villa az Istenhegyi út egyik csendes mellékutcájában. Az ingatlan teljes körű, nagyon magas színvonalú felújításon esett át, világos, panorámás, rendezett kerttel rendelkezik, és minden hálószobához saját fürdőszoba tartozik.

A villa teraszokkal, lifttel, dupla garázzsal, tárolóhelyiségekkel, edzőteremmel és egy külön szolgálati lakással is felszerelt. Az eladás egyetlen oka a család külföldre költözése. A 12. kerületben jelenleg nem található jobb ár-érték arányú villa.

További információért és megtekintésért kérem keressen telefonon!"|https://ingatlan.com/34498485|550 m2||||||||||||||||||||0.0|4.0|0.0|0.0|0.0|3.2|0.0|0.0|0|1|0|0|0|1|0|0|7.2|0.0|7.2|XII. ker. Budai hegyek - Villa negyed|1.4|Orbánhegy|0.72|enhanced_4step|aggregated_from_1_sources|1|||
141|Budapest XII. kerület, Szarvas Gábor út 26.||440 M Ft||300 m2|1 466 666 Ft / m2||1950 előtt||felújított|gázkazán||önálló garázs - benne van az árban|ingatlaniroda|30|"Budán, Virányos egyik legszebb utcájában, felújított villa eladó!

Az ingatlan a Szarvas Gábor út és a Dániel köz 685 nm-es sarok telkén helyezkedik el, remek lokációban, közel a zöld hegyvidékhez és a városhoz egyaránt.

A ház korábban több lakásból állt, ezeket összenyitották, egységes arculatú, több generáció számára is alkalmas, praktikus elrendezésű, különleges adottságú otthont kialakítva.

A villában nyolc szoba, három fürdő, impozáns fogadótér, számos tároló, hatalmas, 41 nm-es, belső kertre néző erkély, 34 nm-es földszint terasz, több, mint 40 nm-es pince található, szimmetrikus, harmóniát sugárzó elosztásban.

A házban 26 nm-es garázs van, továbbá kerti autóbeálló áll rendelkezésre.

Tehermentes, azonnal birtokba vehető ingatlan, mely a tulajdoni lapon három albetétes társasházké..."|https://ingatlan.com/34614756|300 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|XII. ker. Budai hegyek - Villa negyed|1.4|Virányos|0.64|enhanced_4step|aggregated_from_1_sources|1|||
142|Budapest XII. kerület, Felhő utca||3 Mrd Ft||600 m2|5 000 000 Ft / m2||2018|||mennyezeti hűtés-fűtés|||ingatlaniroda|1|"A városra örökpanorámás, újépítésű,modern családi villa eladó a Budai oldal egyik legértékesebb utcájában. A tágas minimál épület 2018-ban épült, dél-kelet irányában hatalmas üvegfelületekkel nyit a természetre. Modern, letisztult hangulatú belső világ jellemzi.
Az 600 nm lakóterületű, liftes családi villa kulcsrakészen eladó.

További informáciért kérem keressen!"|https://ingatlan.com/31657306|600 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|3.2|5.0|0.0|0|0|0|0|0|1|1|0|8.2|0.0|8.2|XII. ker. Budai hegyek - Villa negyed|1.4|Ismeretlen|0.0|fallback|none|0|||
143|Budapest XII. kerület, Svábhegy||1 Mrd Ft||600 m2|1 666 666 Ft / m2|3 + 3 fél|||befejezetlen||||ingatlaniroda|0|XII.kerületben szerkezetkész ház eladó|https://ingatlan.com/34083085|600 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|XII. ker. Budai hegyek - Villa negyed|1.4|Svábhegy|0.24|enhanced_4step|aggregated_from_1_sources|1|||
144|Budapest XII. kerület, Diana utca||540 M Ft||360 m2|1 500 000 Ft / m2||1981 és 2000 között||jó állapotú|gázkazán||önálló garázs - benne van az árban|ingatlaniroda|30|"A XII.kerületben, a Diana utcában, panorámás, négyszintes, liftes, nappali és négy hálós kiváló állapotú ikerház eladó.

A házban minden megtalálható, amire egy többgyermekes családnak szüksége lehet, teraszkapcsolatos nappali, tágas és világos szobák, több fürdő, tároló-és háztartási helyiségek, medence, szauna, dupla garázs, magas műszaki tartalom, mindez minőségi kivitelezésben.

A lokáció is első osztályú, a Mom park, a belváros, ugyanakkor a Normafa is könnyen elérhető.

Jöjjön el, nézze meg és engedje, hogy lenyűgözze a ház és a környék hangulata, a hely, ahová szívesen jön haza az ember."|https://ingatlan.com/34682919|360 m2||||||||||||||||||||0.0|4.0|0.0|0.0|2.8|3.2|2.5|0.0|0|1|0|0|1|1|1|0|12.5|0.0|12.5|XII. ker. Hegyvidék prémium|1.35|Svábhegy|0.68|enhanced_4step|aggregated_from_1_sources|1|||
145|Budapest XII. kerület, János Zsigmond utca 34.||669 M Ft||394 m2|1 697 969 Ft / m2||||jó állapotú|gázkazán||önálló garázs - benne van az árban|ingatlaniroda|30|"A XII. kerület elegáns villanegyedében, nyolcszobás, panorámás családi ház eladó.

A 830 nm teleken lévő háromszintes házban a két nappali, a hat háló és a három fürdő mellett, 42 nm terasz, tágas erkély, gardróbok, tárolók, garázs és fedett autóbeálló állnak rendelkezésre. Az alsó szinten külön bejáratú lakótér található.

A hatalmas üvegfelületeknek és a déli tájolásnak köszönhetően a villa benapozott, már a földszinten belépve egyedi hangulatot sugároz.

A lokáció is kiváló, a város, az autópálya könnyen elérhető, akárcsak a Mom park vagy a Normafa.

Az utca és a környék csendes, biztonságos, átmenő forgalomtól mentes, a nyugalom és a jó levegő garantált.

Ideális választás gyermekes családoknak, de cégközpontként és diplomáciai célú hasznosításra is optimális.

Kérdésével, megtekintési..."|https://ingatlan.com/34638100|394 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|3.2|0.0|0.0|0|0|0|0|0|1|0|0|3.2|0.0|3.2|XII. ker. Budai hegyek - Villa negyed|1.4|Svábhegy|0.76|enhanced_4step|aggregated_from_1_sources|1|||
147|Budapest XII. kerület, Bürök utca||165 M Ft||110 m2|1 500 000 Ft / m2||1950 és 1980 között||közepes állapotú|gázkazán||utca, közterület - fizetős övezet|ingatlaniroda|15|"Kizárólag Irodánk kínálatában!
Eladó a XII. kerületben, a Bürök utcában, egy jelenleg 3 szobás, közepes állapotú, egy szintes, világos, csendes, cirkós, zöldövezeti családi ház.
Az ingatlan alapterülete nettó 110 nm + 20 nm terasz, tetőtér beépítésére van lehetőség.
Építési szabályzat:
Lk-2/D-2
Beépíthetőségét a képek között találja.
A ház osztatlan közös tulajdonú telken áll, amelyhez kocsibeálló nem tartozik.

Elhelyezkedése kiváló, közelben oktatási központok, boltok, üzletek, rendelők, parkok megtalálhatóak. Tömegközlekedés szempontjából 5 -10 perc sétatávolságra villamosok, buszmegállók elérhetőek.

Kérdés esetén keressenek minket bizalommal!

Irodánk ingyenes hiteltanácsadással áll ügyfeleink rendelkezésére.
VEVŐINK RÉSZÉRE A KÖZVETÍTÉS DÍJMENTES.
A hirdetésben szereplő adatok tájéko..."|https://ingatlan.com/34253283|650 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|3.2|0.0|-2.0|0|0|0|0|0|1|0|1|3.2|2.0|1.2|XII. ker. Belváros|1.0|Ismeretlen|0.0|fallback|none|0|||
148|Budapest XII. kerület, Csillebérc||877,29 M Ft||765 m2|1 146 789 Ft / m2||||befejezetlen|mennyezeti hűtés-fűtés, padlófűtés||teremgarázs hely|ingatlaniroda|12|"Erdei panoráma és a legjobb levegő az egész városban!
Egy három lakásos, 765 nm-es épület egyben vagy lakásonként teljes átépítés után, magas műszaki tartalommal, közös uszodahasználattal eladó.
A hely természetvédelmi terület szomszédságában, ezért kissé távolabb a tömegközlekedéstől áll, ezért a teljes csend és nyugalom garantált.
Az épületben található lakások:
1)földszinti lakás: 166,83 nm + 34 nm terasz, 1 autónak garázs
2)földszinti lakás:128 nm+ 53 nm terasz, 1 autónak garázs
3)emeleti két szintes lakás: 168 nm+ 54 nm teraszok, 1 autónak garázs
Lakásonként külön-külön hőszivattyús rendszer gondoskodik a fűtésről és hűtésről.
Irányár: 2.2 M EUR"|https://ingatlan.com/33555587|765 m2|B|||||||||||||||||||9.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|0|0|0|0|0|0|0|9.0|0.0|9.0|XII. ker. Budai hegyek - Villa negyed|1.4|Ismeretlen|0.0|fallback|none|0|||
149|Budapest XII. kerület, Farkasrét||335 M Ft||407 m2|823 095 Ft / m2||1981 és 2000 között||felújítandó|gázkazán||önálló garázs - benne van az árban|ingatlaniroda|11|"Buda, XII.ker. Farkasvölgy - Farkasrét felőli oldalán, igényes kertvárosi környezetben bruttó 407 m2-es családi ház eladó.

XII.ker. Márton Áron tér közelében, 59-es villamos, 53-as és 8E buszok vonalához közel, vízszintes, csendes utcában található 407 m2 területű családi ház eladó. A jól beépített 560 m2-es, délnyugati tájolású telek vízszintes, napos, intim hangulatú.

A csendes környezetű, napfényes ház két fő lakószintje 260 m2, melyhez az alagsor és a beépítésre kész tetőtér csatlakozik. A ház nagyon funkcionális, összesen 9 szoba, három konyha és négy fürdőszoba van most benne. 1994-ben épült, belső tere teljesen felújítandó ami érinti a teljes gépészetet is. Külső állapota jó. Az alagsorban két autós garázs van, közvetlen belső lépcső vezet fel a lakásba.

Akár több kisebb egységre..."|https://ingatlan.com/30529465|407 m2||||||||||||||||||||0.0|0.0|0.0|3.8|0.0|0.0|0.0|-2.0|0|0|0|1|0|0|0|1|3.8|2.0|1.8|XII. ker. Budai hegyek - Villa negyed|1.4|Orbánhegy|0.76|enhanced_4step|aggregated_from_1_sources|1|||
150|Budapest XII. kerület, Csillebérc||285,90 M Ft||208 m2|1 374 519 Ft / m2||1981 és 2000 között||felújított|gázkazán||udvari beálló - benne van az árban|ingatlaniroda|25|"Egyedülálló lehetőség a XII. kerületben

Minden ablakodból a természetre...

Budapest egyik legnyugodtabb, zöldövezeti részén, a hegyvidéken, egy csendes utcában kínálunk eladásra egy családi ikerházat. Az ingatlan tágas terei, napfényes kialakítása és kiváló szerkezeti állapota, ideális otthont kínál nagyobb családoknak vagy akár két generációnak is.

Az ingatlan igazi előnye az exkluzív, hegyvidéki hangulat és prémium környéken túl, hogy jól szervezett terei lehetőséget biztosítanak egy többfunkciós élettér kialakítására. Az intim teraszok, a két nappali, a szintenként elhelyezkedő fürdők, két konyha, ízléssel és átgondoltan összekapcsolva.

Főbb jellemzők:
740 m²-es telek – kertkapcsolatos, intim hangulatú udvar, amely a saját tulajdonú telekrészt jelenti.
Háromszintes családi ház – 208..."|https://ingatlan.com/34575883|208 m2||||||||||||||||||||0.0|0.0|0.0|7.6|0.0|3.2|0.0|0.0|0|0|0|1|0|1|0|0|10.8|0.0|10.8|XII. ker. Hegyvidék prémium|1.35|Orbánhegy|0.76|enhanced_4step|aggregated_from_1_sources|1|||
